protein_id,seq_hash,aro_name
PROT_004988,dd2ceba1f1d8,mexP
PROT_004989,ddb03b726b62,mexM
PROT_004990,7624130637c3,aadA
PROT_004991,5d7c44ea6560,bcr-1
PROT_004992,d1e69d43c5d6,TriC
PROT_004993,e12028bf7a9c,FIM-1
PROT_004994,dd5853a3837a,bcr-1
PROT_004995,f7539c875ef8,cprS
PROT_004996,0abf52d28840,mexM
PROT_004997,84b1e6510ab3,ParR
PROT_004998,b7a4e6bc9707,catB10
PROT_004999,61ea4c01ec40,adeF
PROT_005000,3ac4038566a3,ParS
PROT_005001,aeb1c5e4c7c9,TriB
PROT_005002,ac5ebc94bde1,mexN
PROT_005003,2a699c36b9b0,mexQ
PROT_005004,9077de4ad925,mexP
PROT_005005,a3fcd8368bd5,vanW gene in vanG cluster
PROT_005006,4727e06b6ded,aadA15
PROT_005007,2f66ecbf1d11,PER-1
PROT_005008,5d1cb21e3a7d,mexM
PROT_005009,6d11ce22ca93,opmE
PROT_005010,b68e403bff10,cprS
PROT_005011,8046fa9b0da2,TriC
PROT_005012,5b66c999fb2b,arr-7
PROT_005013,728aed33f196,mexM
PROT_005014,2fd5b6d4a95a,cmlA1
PROT_005015,0c557453954a,aadA
PROT_005016,179c7889eb24,qacG
PROT_005017,afceee689a9c,mexM
PROT_005018,2d7221ba3ac0,TriA
PROT_005019,1827e6ac28bf,MuxB
PROT_005020,b5be651030be,TriB
PROT_005021,6b3fd6a31717,mexQ
PROT_005022,fafb2ab4f641,opmE
PROT_005023,0b447ce79c25,mexN
PROT_005024,8afcfbcee79e,PmpM
PROT_005025,54e125d0d6ff,mexN
PROT_005026,0a5eaa2ea4c6,vanH gene in vanB cluster
PROT_005027,74f4ec56ecd9,basR
PROT_005028,6ca7148bccd7,adeF
PROT_005029,03dae113f64e,ParR
PROT_005030,f6e4f86333cf,mexM
PROT_005031,0622178da2b7,qacL
PROT_005032,1bbb487e3f82,adeF
PROT_005033,26e01f69ca3b,qacJ
PROT_005034,1868508e416d,ParR
PROT_005035,4197f635c4a7,mexQ
PROT_005036,15826537164a,opmE
PROT_005037,ef585408619a,vanH gene in vanB cluster
PROT_005038,b6a7f7bb492b,TriB
PROT_005039,621040122e6e,opmE
PROT_005040,50bbf8d6c00a,mexM
PROT_005041,abe10d1589e1,cprS
PROT_005042,c64612b5f0e1,TriC
PROT_005043,b73d05223cdc,TriB
PROT_005044,bf033e01be72,TriA
PROT_005045,652d52956478,ParR
PROT_005046,0454eb99353b,mexM
PROT_005047,427826513415,mexN
PROT_005048,1cde414f444e,bcr-1
PROT_005049,87aa4d8555ee,vanW gene in vanG cluster
PROT_005050,166c9be920bc,Pseudomonas aeruginosa CpxR
PROT_005051,4c8f56cdabab,Pseudomonas aeruginosa catB7
PROT_005052,74e2d118ccee,MuxC
PROT_005053,df5de8abea1d,MuxB
PROT_005054,40e57fa84ac4,MuxA
PROT_005055,5cc6ee066ec4,opmE
PROT_005056,a8eef1a94490,mexQ
PROT_005057,f56fef506402,ParS
PROT_005058,15db8367fcb0,Pseudomonas aeruginosa catB7
PROT_005059,9f1e2d8918aa,Pseudomonas aeruginosa CpxR
PROT_005060,fe8a0b9bf18a,vanH gene in vanB cluster
PROT_005061,dc334c527b65,mexP
PROT_005062,44fdd600ee57,opmE
PROT_005063,d62b776bb148,ParS
PROT_005064,828f07318641,TriC
PROT_005065,2da280bf6f7a,TEM-2
PROT_005066,47639d094286,ParS
PROT_005067,d950a2c62978,ParS
PROT_005068,43bf85f3a3f9,ParR
PROT_005069,04d387ab98be,MuxC
PROT_005070,bab8c10ad106,MuxA
PROT_005071,d5686ed837dc,Pseudomonas aeruginosa catB7
PROT_005072,1a05ce8cfa14,opmE
PROT_005073,3a6cf2a9270c,PmpM
PROT_005074,b799f62d4e37,mexM
PROT_005075,911e4e2ae94b,Pseudomonas aeruginosa ampR with mutation conferring resistance to aztreonam
PROT_005076,1fe9b830ce05,TriA
PROT_005077,0a3b6d767660,TriC
PROT_005078,1bdfafa2c40f,opmE
PROT_005079,6caaeb699707,MuxA
PROT_005080,c298aa76573f,MuxC
PROT_005081,44ccc5a7c9c5,Pseudomonas aeruginosa ampR with mutation conferring resistance to aztreonam
PROT_005082,70262c42a42f,vanH gene in vanB cluster
PROT_005083,b3ee37d655b0,mexM
PROT_005084,2d1ad1402e05,ParS
PROT_005085,302293a14413,ParR
PROT_005086,59fc93e1d3c7,TriC
PROT_005087,1780227157be,Pseudomonas aeruginosa catB7
PROT_005088,8d66f31cefdf,opmE
PROT_005089,5e93fcac10a2,mexQ
PROT_005090,a8eb17950fdc,bcr-1
PROT_005091,92c2f3bc6f10,TriB
PROT_005092,8e99879d44a4,MuxC
PROT_005093,55c0551e5e63,mexN
PROT_005094,f35b022e5fb4,mexM
PROT_005095,a698f9384928,MuxA
PROT_005096,c8572a95771a,TriB
PROT_005097,58245df355ea,TriC
PROT_005098,b08a68749987,bcr-1
PROT_005099,77280f5604e6,opmE
PROT_005100,6797b257ed5d,MuxA
PROT_005101,5abb82b49bb5,adeF
PROT_005102,3cb9e59509a4,mexM
PROT_005103,faef8e92bd22,TriA
PROT_005104,cf6cb240be88,TriC
PROT_005105,f2dbf7a31973,vanH gene in vanB cluster
PROT_005106,7fe112c319d4,mexM
PROT_005107,71830db4e9a4,mexN
PROT_005108,9d0d04f68e83,ParR
PROT_005109,18cf715070ea,TriA
PROT_005110,8b3d00b79917,MuxA
PROT_005111,ebdadd83dc9f,TriB
PROT_005112,c6a908e6b5ec,MuxA
PROT_005113,ca7f24c8d79b,ParS
PROT_005114,d67be3b02e72,opmE
PROT_005115,2e24d0afad40,cprS
PROT_005116,d5d1a6dc5bcf,adeF
PROT_005117,f62ec52f8219,MuxC
PROT_005118,65f9975e7d6c,mexN
PROT_005119,189721eddbcb,Pseudomonas aeruginosa catB7
PROT_005120,cfde657a76fc,ParS
PROT_005121,f9ea3838608f,TriC
PROT_005122,45d3ed134a85,mexP
PROT_005123,7230dcbca7dc,MuxA
PROT_005124,a03abe7aa05a,adeF
PROT_005125,943234ab9e11,ParS
PROT_005126,5a024135d962,mexP
PROT_005127,3eb396f1acbf,opmE
PROT_005128,094e5942a8d7,ParS
PROT_005129,ed33ace05a9b,ParR
PROT_005130,1f54026f6304,TriA
PROT_005131,97d4424f2dbb,vanW gene in vanG cluster
PROT_005132,5f43f8705b10,mexQ
PROT_005133,c2f8f8e1ce0d,mexN
PROT_005134,c87ab2776fe2,mexM
PROT_005135,f5a3ddca0fdd,Pseudomonas aeruginosa catB7
PROT_005136,93cb553d8a9e,ParR
PROT_005137,3f7f7f9af51b,TriA
PROT_005138,51ba4820816f,bcr-1
PROT_005139,7e0622dabe9c,MuxA
PROT_005140,ff7712155a5b,Pseudomonas aeruginosa soxR
PROT_005141,2898a702f32c,ParR
PROT_005142,ba5b4684c9cd,ParS
PROT_005143,fcafc3efbe22,Pseudomonas aeruginosa catB7
PROT_005144,744aaf4d415c,aadA
PROT_005145,607308ec0cb9,GES-32
PROT_005146,42e51de69b8e,ArmR
PROT_005147,6ae30defffc7,BLMT
PROT_005148,1c98c6458a16,ParR
PROT_005149,bc85c9505841,qacL
PROT_005150,8b62d3b4fc92,mexN
PROT_005151,adbdb276a236,ParS
PROT_005152,b5389ad5cee0,catA1
PROT_005153,6b8cf4366b4e,MuxA
PROT_005154,2058eec78f19,TriB
PROT_005155,f24e778c77d9,aadA
PROT_005156,8872c887f432,ParS
PROT_005157,c27349b8a833,qacL
PROT_005158,ebc33c4a1b0c,mexQ
PROT_005159,b10d98d47d5d,ArmR
PROT_005160,155f7bf8ce65,mexM
PROT_005161,cf17796b0923,ParR
PROT_005162,e4770262c24c,MuxB
PROT_005163,9295e4efde6a,MuxC
PROT_005164,0517176eb565,opmE
PROT_005165,374e91b88dbf,MuxC
PROT_005166,477a93c86fe3,MuxA
PROT_005167,e8740ebe0422,mexQ
PROT_005168,5a633b976a4c,opmE
PROT_005169,e528cda2967d,cmlA6
PROT_005170,cd70f430a96e,aadA2
PROT_005171,d738355da5df,VEB-3
PROT_005172,fe550068eb8f,rmtB
PROT_005173,1367e103fd44,opmE
PROT_005174,1ef1b11f54be,GES-5
PROT_005175,75603bc17dcd,tet(A)
PROT_005176,65e7a68086a2,adeF
PROT_005177,a32dc35a8597,bcr-1
PROT_005178,f73847ea7cc3,mexP
PROT_005179,bb4a3da23cd9,Pseudomonas aeruginosa emrE
PROT_005180,ab5187efa6d9,Pseudomonas aeruginosa catB7
PROT_005181,953940c6f832,MuxA
PROT_005182,cd653825be2a,TriA
PROT_005183,0b1fd1b8e710,vanH gene in vanB cluster
PROT_005184,265bcdd2632c,rsmA
PROT_005185,7d03f65153a8,PmpM
PROT_005186,45e31e42bcad,mexQ
PROT_005187,dc88d9a43d5b,mexP
PROT_005188,51755e8f91ca,cprS
PROT_005189,bb3dcfc6c40c,aadA6/aadA10
PROT_005190,9fd72249e6b9,Pseudomonas aeruginosa catB7
PROT_005191,1eb3e86031eb,opmE
PROT_005192,5ecafc090c73,ParR
PROT_005193,672520f22a39,ParR
PROT_005194,3a517e4dbab4,qacEdelta1
PROT_005195,c88f4ac18307,ParS
PROT_005196,bb4334f2ce07,mexQ
PROT_005197,86c26e3245c9,opmE
PROT_005198,77e89a109c4b,mexM
PROT_005199,4b4c336f6fe6,MuxB
PROT_005200,78d08fcee75e,mexN
PROT_005201,2e969ce88e61,catB2
PROT_005202,2ab91aaa2025,Pseudomonas aeruginosa catB7
PROT_005203,a1a951f786b0,vanW gene in vanG cluster
PROT_005204,58c128e46671,vanH gene in vanB cluster
PROT_005205,c532294e4744,mexQ
PROT_005206,64c063e94d3e,ParS
PROT_005207,7b75da631930,mexM
PROT_005208,b6b01bb5602f,Pseudomonas aeruginosa catB7
PROT_005209,5a34b7f41ab9,mexM
PROT_005210,948d3d82a64e,opmE
PROT_005211,05f1bc479f93,MuxB
PROT_005212,81cbfa438af1,MuxA
PROT_005213,e21e512b7bfd,bcr-1
PROT_005214,377a63a444cc,TriB
PROT_005215,d06290609ba2,MuxA
PROT_005216,330961cd8013,MuxB
PROT_005217,83616e290dc0,MuxC
PROT_005218,f60b175f27ea,Pseudomonas aeruginosa catB7
PROT_005219,1fef4564c94e,mexN
PROT_005220,55c94069dd43,vanH gene in vanB cluster
PROT_005221,0e3e15757310,basR
PROT_005222,b04a374ae1de,MuxA
PROT_005223,2e1fcda0bec4,mexQ
PROT_005224,6b25e20c0d3d,opmE
PROT_005225,b1fced6e3f92,mexN
PROT_005226,fb06629c4fab,MuxA
PROT_005227,6af0246df577,TriA
PROT_005228,1fafb4dbcefd,cprS
PROT_005229,7e0a7b61d8bf,ParR
PROT_005230,23f960231a5a,mexN
PROT_005231,0be639076b6a,adeF
PROT_005232,327e61fd8c56,opmE
PROT_005233,e94fb41c3836,adeF
PROT_005234,222619fdb376,adeF
PROT_005235,d395af365e1a,YajC
PROT_005236,ee297e89ae56,opmE
PROT_005237,1038ae0b6fc5,MuxB
PROT_005238,1d105ae10342,PmpM
PROT_005239,aaeb1cc074b7,mexM
PROT_005240,709464bc98a4,MuxA
PROT_005241,3000c8498747,MuxA
PROT_005242,ebb6757dbb55,MuxB
PROT_005243,b0f38d5abedc,MuxA
PROT_005244,5f9665626c82,opmE
PROT_005245,7662e2b22fec,MuxA
PROT_005246,f19c0a729c82,basR
PROT_005247,90b37fd04e83,MuxA
PROT_005248,8f128e49e509,ParS
PROT_005249,b84c85581c30,adeF
PROT_005250,ff027cf741db,adeF
PROT_005251,910ce75b71d9,basR
PROT_005252,282eaa4397a2,MuxA
PROT_005253,0ba14bfb8061,MuxA
PROT_005254,7d27e06654f2,MuxA
PROT_005255,5c8197c062b1,MuxA
PROT_005256,a2b8b9cfdcb5,MuxA
PROT_005257,23efd2afeb4d,mexN
PROT_005258,01ebe3465ef3,vanH gene in vanB cluster
PROT_005259,38673816e10d,ParR
PROT_005260,caabdf8c9e13,bcr-1
PROT_005261,69ec7389f6e1,mexQ
PROT_005262,4b263ef539d3,opmE
PROT_005263,7399f909b7ff,TriB
PROT_005264,d3db5c9a3272,MuxA
PROT_005265,72d129585540,MuxB
PROT_005266,ad8c7724a153,mexN
PROT_005267,ba392f7451bc,vanH gene in vanB cluster
PROT_005268,f02a3b4c1464,PmpM
PROT_005269,b442c5b06e21,opmE
PROT_005270,9aabc2ef46cf,PmpM
PROT_005271,e7308d6c0b5b,basR
PROT_005272,19b93acddf6e,ParR
PROT_005273,efb91287e0ed,opmE
PROT_005274,9db18f96a0fd,MuxA
PROT_005275,1c8385a407bc,adeF
PROT_005276,9b555bf2e3dc,Pseudomonas aeruginosa ampR with mutation conferring resistance to aztreonam
PROT_005277,845484d13e4f,cprS
PROT_005278,7a04f00f7cfc,MuxA
PROT_005279,dbf6672a1ec9,rsmA
PROT_005280,8f551f59ce3e,ParS
PROT_005281,eccc2ac0da2d,MuxA
PROT_005282,ba8780b3268c,Pseudomonas aeruginosa CpxR
PROT_005283,360353a3ac6f,mexQ
PROT_005284,3b34d59ef585,mexN
PROT_005285,dbb33470b2dd,bcr-1
PROT_005286,22f594e75d51,Pseudomonas aeruginosa catB7
PROT_005287,d489ae5de0da,TriA
PROT_005288,59772600674c,cprS
PROT_005289,eaacaad429ed,ParS
PROT_005290,80706d4667e3,opmE
PROT_005291,373d56f7fde7,mexP
PROT_005292,12302b0819db,opmE
PROT_005293,10ed6b9142d0,ParS
PROT_005294,200a3f25998d,dfrB1
PROT_005295,a6c03f98ed47,ParS
PROT_005296,ec847790f98f,aadA11
PROT_005297,f51f4c442e38,MuxA
PROT_005298,09c725980397,opmE
PROT_005299,3150d7d4d325,tet(A)
PROT_005300,d03accc8f775,cprS
PROT_005301,d9b09ec20fa1,mexM
PROT_005302,9bf5c2300c11,ParR
PROT_005303,3979e134caa9,vanH gene in vanB cluster
PROT_005304,043b4051d5e5,bcr-1
PROT_005305,e32c8661d15e,basR
PROT_005306,489c4b974b8b,GES-19
PROT_005307,cacb5366940b,mexQ
PROT_005308,19ea888d9270,opmE
PROT_005309,7fd1d68c94a0,ParS
PROT_005310,d25be6852b93,ParS
PROT_005311,6a9d74d32837,ParS
PROT_005312,6402377c89d6,mexM
PROT_005313,964745ba9cc6,opmE
PROT_005314,e3f000195a8d,bcr-1
PROT_005315,96f61a229f69,mexQ
PROT_005316,f5ff28639ffb,qacJ
PROT_005317,771447b4d455,PC1
PROT_005318,84f07aca4356,mexP
PROT_005319,163a32d7314f,mdeA
PROT_005320,bfb89bbf33b9,tet(A)
PROT_005321,c63a1681de92,vanW gene in vanG cluster
PROT_005322,d002ac67ea68,MuxC
PROT_005323,a2cc738d2ba9,mexP
PROT_005324,85a84b509031,ArmR
PROT_005325,4d49f600e762,bcr-1
PROT_005326,7c3c6dc27e02,TriB
PROT_005327,6c4ed6a5d7c8,TriA
PROT_005328,1174724de2dc,TriB
PROT_005329,08fcf509f66a,PmpM
PROT_005330,1c5a2f6758ae,vanW gene in vanG cluster
PROT_005331,cab842a54701,mexP
PROT_005332,1c660b4d317b,cprS
PROT_005333,d48d4701ffaf,MuxB
PROT_005334,94924ebc5074,mexM
PROT_005335,b9b716a14821,PmpM
PROT_005336,ee9f5f1a2597,Pseudomonas aeruginosa catB7
PROT_005337,b42ea7730251,TriB
PROT_005338,4ed5a2d1e0a4,MuxB
PROT_005339,0f538b11c027,Pseudomonas aeruginosa catB7
PROT_005340,7fb80d96ae7f,mexQ
PROT_005341,12c0fafe53df,ParS
PROT_005342,272b40fdf832,MuxC
PROT_005343,a31843d1095b,TriC
PROT_005344,58f740d2ea21,ParS
PROT_005345,62f133279352,MuxA
PROT_005346,87aa409c151e,mexP
PROT_005347,735b2ac9564f,MuxA
PROT_005348,f92ec141908c,adeF
PROT_005349,92e9f2048fe6,MuxA
PROT_005350,3c90468dd895,MuxB
PROT_005351,e774b9c6f3a6,MuxC
PROT_005352,c1e4d98ae1b6,MuxA
PROT_005353,3148cc0a0e39,opmE
PROT_005354,d28241f64b94,cprS
PROT_005355,0a847eafffe3,bcr-1
PROT_005356,5f834e830ab3,vanW gene in vanG cluster
PROT_005357,4a883f11086e,TriC
PROT_005358,2160c0062278,mexN
PROT_005359,759701b5c074,MuxB
PROT_005360,c289c7f5c501,mexN
PROT_005361,b90ceda0c9d1,mexM
PROT_005362,9caf058d3db1,opmE
PROT_005363,3d9b16a33710,TriA
PROT_005364,d3d1137973c8,TriB
PROT_005365,a6b2d6ccca6b,MuxA
PROT_005366,a8697b0b3820,GES-7
PROT_005367,ac05fbe90c1b,cprS
PROT_005368,2a2e034b6180,PmpM
PROT_005369,39b714486319,mexM
PROT_005370,70464b1e60d6,opmE
PROT_005371,6104fc2607b3,vanW gene in vanG cluster
PROT_005372,73815efe43b5,vanH gene in vanB cluster
PROT_005373,2ab249f3a651,adeF
PROT_005374,f7fe8334630c,cprS
PROT_005375,719dc855c20f,TriB
PROT_005376,20a5856be086,rmtF
PROT_005377,f4f5ce1a5c45,GES-9
PROT_005378,e75d9ebc7a6b,adeF
PROT_005379,ac225d205475,mexP
PROT_005380,0e8d1f7c15fa,mexM
PROT_005381,b34cb15913f9,Pseudomonas aeruginosa CpxR
PROT_005382,486438b6a20c,basR
PROT_005383,8de2c23afb68,mexN
PROT_005384,27a748668dd0,vanH gene in vanB cluster
PROT_005385,3f22da2d382b,Pseudomonas aeruginosa catB7
PROT_005386,b7dcafb22996,adeF
PROT_005387,68190ab7b7ec,opmE
PROT_005388,b202272153f6,ParR
PROT_005389,eff7237c7050,ParS
PROT_005390,a7be680b7306,TriA
PROT_005391,9bf31034a970,mexQ
PROT_005392,a1006a704abb,ParR
PROT_005393,113ad63aa361,bcr-1
PROT_005394,cb1ebbede653,Pseudomonas aeruginosa emrE
PROT_005395,81b5d1713eff,mexP
PROT_005396,93b4eb66604a,ParS
PROT_005397,5674440023eb,Pseudomonas aeruginosa catB7
PROT_005398,ec0fd5a0d51d,ParS
PROT_005399,219e1079d474,mexN
PROT_005400,1a170949cf3e,cprS
PROT_005401,b28748960ccc,MuxC
PROT_005402,b8e70f104a7a,MuxB
PROT_005403,20171aba935a,mexQ
PROT_005404,d40bd79b4794,bcr-1
PROT_005405,b3cf56322a11,PmpM
PROT_005406,3cfe98b77eb5,mexP
PROT_005407,88f58ca09028,mexQ
PROT_005408,01e84a6a0b98,opmE
PROT_005409,9908101ddf6d,TriC
PROT_005410,baff187f7af4,rsmA
PROT_005411,cd0ca329a2c6,MuxA
PROT_005412,b30e6130a183,mexM
PROT_005413,e5ac0d5c6170,bcr-1
PROT_005414,e3a719d2fec4,mexN
PROT_005415,027b144c5c74,TriB
PROT_005416,b44373f82bd7,mexP
PROT_005417,e0bab617e3d9,TriC
PROT_005418,9a18214e3de5,basR
PROT_005419,ab07f5c9579d,ArmR
PROT_005420,a217957d0895,mexQ
PROT_005421,a16c390283d5,mexN
PROT_005422,27fbc46e8faf,mexP
PROT_005423,7d7027c00fba,MuxB
PROT_005424,7581ffb4a57c,ParS
PROT_005425,91bb2f631790,bcr-1
PROT_005426,263237c3ca15,mexQ
PROT_005427,e1a37138ef7a,cprS
PROT_005428,8ca535cc312a,TriC
PROT_005429,cb80388ef27d,opmE
PROT_005430,074cd97c5b46,MuxB
PROT_005431,08a712967daa,bcr-1
PROT_005432,c28e54c45a76,TriC
PROT_005433,7fb1025e1795,Pseudomonas aeruginosa soxR
PROT_005434,59b910c5a2eb,vanW gene in vanG cluster
PROT_005435,d95d270795a6,ParR
PROT_005436,7e9717643642,TriC
PROT_005437,29bedae010ed,TriB
PROT_005438,b1b41256c2f4,MuxB
PROT_005439,446f541cfc37,mexN
PROT_005440,b756152971cf,bcr-1
PROT_005441,b4c9185b294b,Pseudomonas aeruginosa emrE
PROT_005442,44eb356e9a29,OprA
PROT_005443,488670674660,adeF
PROT_005444,1f89a092ed4d,PmpM
PROT_005445,7122b29528b0,ParS
PROT_005446,c421110324bc,mexP
PROT_005447,69d36e05e7fd,aadA6
PROT_005448,f80023f98af0,ParS
PROT_005449,9623e3930629,vanH gene in vanB cluster
PROT_005450,71e47d66beec,bcr-1
PROT_005451,9f7303c5f7fd,mexN
PROT_005452,0d89f0282bd8,TriC
PROT_005453,04239817e9a3,TriB
PROT_005454,4eea1fe8c2bf,ParS
PROT_005455,2b7921958f0e,Pseudomonas aeruginosa catB7
PROT_005456,10e67b41911b,mexQ
PROT_005457,db3346f0c041,Pseudomonas aeruginosa CpxR
PROT_005458,38f5b0460bed,mexQ
PROT_005459,31997cffe216,ParS
PROT_005460,d40afa6f73f1,TriB
PROT_005461,de9bacd9cd8b,mexN
PROT_005462,a8b60272bf6a,MuxA
PROT_005463,be29180ebd5a,MuxB
PROT_005464,5d1b61216ccd,MuxC
PROT_005465,5c72844f1ef5,vanW gene in vanG cluster
PROT_005466,9cd6c85a9950,mexN
PROT_005467,cd50eadf58a9,ParS
PROT_005468,752151d301c3,Pseudomonas aeruginosa emrE
PROT_005469,4113eafb5b6f,PmpM
PROT_005470,60193caa61a5,mexM
PROT_005471,c8b63422e988,mexN
PROT_005472,ef547e729f68,opmE
PROT_005473,294406fcd3b8,PmpM
PROT_005474,c7d39a1a9bbd,TriC
PROT_005475,0a408c399201,mexP
PROT_005476,0a637ae3438a,opmE
PROT_005477,abf5a64925b2,PmpM
PROT_005478,be5f325a2317,TriC
PROT_005479,83254cf9da95,MuxC
PROT_005480,c4e87282cb20,mexM
PROT_005481,aab9e72d362c,mexQ
PROT_005482,d94175303634,Pseudomonas aeruginosa soxR
PROT_005483,0b06ef431c6e,opmE
PROT_005484,113632287ce6,cprS
PROT_005485,f8bae1915815,Pseudomonas aeruginosa catB7
PROT_005486,14e23ace70b4,vanW gene in vanG cluster
PROT_005487,dc5a71fd4a4e,MuxA
PROT_005488,1dfcc71c587d,mexN
PROT_005489,6a27b81c3003,opmE
PROT_005490,5c22045c9dc8,TriA
PROT_005491,d2b5e36d7532,cprS
PROT_005492,27208df79397,mexQ
PROT_005493,b991ee70194f,ParR
PROT_005494,d39bfa67f2ec,vanW gene in vanG cluster
PROT_005495,a3d3ec3b3490,MuxC
PROT_005496,8e65845b566e,MuxA
PROT_005497,d772dd30581c,mexQ
PROT_005498,8a157b8f58b0,MuxC
PROT_005499,a0150d26fe28,MuxB
PROT_005500,275a07cac9df,tet(G)
PROT_005501,12187cda4316,mexQ
PROT_005502,910f354fc75e,ParS
PROT_005503,9e575807839f,Pseudomonas aeruginosa catB7
PROT_005504,b8f6065d7c2d,PmpM
PROT_005505,ff82e1968dea,Pseudomonas aeruginosa emrE
PROT_005506,c5814d1cc234,vanW gene in vanG cluster
PROT_005507,5ed80fdca479,TriC
PROT_005508,964ec72ebedc,opmE
PROT_005509,d11e9740d75e,mexP
PROT_005510,b382dadd1b10,bcr-1
PROT_005511,1074f082a673,cprS
PROT_005512,54cf0752bdde,mexQ
PROT_005513,0ec32cddaa6c,ParS
PROT_005514,fec54d606854,mexQ
PROT_005515,80329016123a,mexM
PROT_005516,18916c8539d5,mexN
PROT_005517,4e194c886db9,adeF
PROT_005518,dbc3ea8fedb6,mexQ
PROT_005519,d4b27fda6e6d,opmE
PROT_005520,7d6f01df16f4,mexQ
PROT_005521,578fa72fb10a,ParS
PROT_005522,22cf32cf81d0,adeF
PROT_005523,f7ff4baa01cc,vanH gene in vanB cluster
PROT_005524,00bfba23dcd8,bcr-1
PROT_005525,35c35f3f6b10,mexM
PROT_005526,37d2412c464a,MuxB
PROT_005527,3f99211a9760,adeF
PROT_005528,fc9919b600af,mexQ
PROT_005529,d2b1c6121361,opmE
PROT_005530,25dca448516a,TriC
PROT_005531,cdf3c21a3309,TriC
PROT_005532,5a77f298b30c,ParS
PROT_005533,beff3572a522,ParR
PROT_005534,e962580de24c,mexM
PROT_005535,13c4d6c25f19,MuxB
PROT_005536,4649f3a04bdc,mexQ
PROT_005537,9e60a94ac7a2,vanW gene in vanG cluster
PROT_005538,1d9bc37fdb12,TriC
PROT_005539,359226731f59,TriB
PROT_005540,4af785418a7a,opmE
PROT_005541,6923a4eb85c4,mexQ
PROT_005542,b9fd2e7873c8,mexP
PROT_005543,718614320d9a,PmpM
PROT_005544,f53043d98f0f,cprS
PROT_005545,ba2f8052266e,mexQ
PROT_005546,339b3631e41a,opmE
PROT_005547,6b67c6b70479,Pseudomonas aeruginosa catB7
PROT_005548,786b49094ea3,MuxB
PROT_005549,9262dd3ac228,MuxC
PROT_005550,bcd8738e6a05,mexM
PROT_005551,4c1969c5ac58,ParR
PROT_005552,4486fa368a2a,ParS
PROT_005553,5665d6702f97,mexQ
PROT_005554,6a32e6c35f04,adeF
PROT_005555,58d51d12c887,cprS
PROT_005556,42cd741b4240,Pseudomonas aeruginosa catB7
PROT_005557,aa7bfb2947aa,PmpM
PROT_005558,93ac8700f90a,MuxC
PROT_005559,5b1584141430,YajC
PROT_005560,21e1f2f2635c,ParS
PROT_005561,e991097e10cc,mexN
PROT_005562,afb9c54f8b3a,mexM
PROT_005563,0d28c959a9ba,ParS
PROT_005564,a99c344f3624,TriA
PROT_005565,11e37ac6e16a,ParR
PROT_005566,a200a3873247,mexQ
PROT_005567,5faca1bd85a4,mexP
PROT_005568,70b9563133d1,cprS
PROT_005569,01d4d0f2eae3,MuxA
PROT_005570,7218b91411ba,ParS
PROT_005571,8e6d2285ee6a,vanW gene in vanG cluster
PROT_005572,bcb566b2dd91,ParS
PROT_005573,a92c84b46296,mexQ
PROT_005574,52fe92aff9ee,ParS
PROT_005575,763ccecf8195,Pseudomonas aeruginosa CpxR
PROT_005576,da6b63e476d8,Pseudomonas aeruginosa emrE
PROT_005577,0dbab77cbb06,ParR
PROT_005578,620fe9ee9896,ParR
PROT_005579,bfe4968bcfd6,qacJ
PROT_005580,c5fb927cd1f5,qacG
PROT_005581,56e2808054cb,MuxC
PROT_005582,acc962980c4e,cprS
PROT_005583,05090c3306f7,TriC
PROT_005584,b53df1e8b59f,TriB
PROT_005585,ab198af4e816,MuxC
PROT_005586,c05649d8f5f0,MuxB
PROT_005587,9cf5c65692ba,MuxA
PROT_005588,cf514b815bd8,ParS
PROT_005589,1042b1471454,rsmA
PROT_005590,bc953e20d766,TriC
PROT_005591,d42f14947bc5,mexP
PROT_005592,41a2be2fe734,MuxA
PROT_005593,ff00bde63358,bcr-1
PROT_005594,7d91cbcf2ef1,qacJ
PROT_005595,25f0bf93087d,mexM
PROT_005596,8a73d95805aa,MuxC
PROT_005597,b6a266c432d3,Pseudomonas aeruginosa soxR
PROT_005598,dd468803c3fd,Pseudomonas aeruginosa catB7
PROT_005599,a416f5380277,mexM
PROT_005600,6cadb61b085c,mexN
PROT_005601,580afaad1308,ArmR
PROT_005602,b90382eb7765,TriC
PROT_005603,10a933be85e1,MuxB
PROT_005604,dbf664a737ac,ParS
PROT_005605,132aca4b0584,MuxC
PROT_005606,8c6c686614c2,MuxB
PROT_005607,fec004756356,ParR
PROT_005608,d1bb5750c017,bcr-1
PROT_005609,720ade6ab5e6,LCR-1
PROT_005610,4c1736301c34,vanH gene in vanB cluster
PROT_005611,57c56568893c,mexP
PROT_005612,c6fd9ba289e5,PmpM
PROT_005613,cebfb54b56c8,bcr-1
PROT_005614,037aba0bee30,opmE
PROT_005615,3cc4ba65b255,bcr-1
PROT_005616,c01377fe7a98,mexQ
PROT_005617,400a1c34a07b,dfrA16
PROT_005618,b24d6deae52b,SHV-2A
PROT_005619,1db5300ad980,mexM
PROT_005620,6b12f2ada6b1,mexQ
PROT_005621,e54e5012088f,bcr-1
PROT_005622,0116807dc99c,rsmA
PROT_005623,33bb0dfcb4d5,Pseudomonas aeruginosa soxR
PROT_005624,a64738dad1be,cmlA5
PROT_005625,46bed706c8b1,aadA25
PROT_005626,f1441def9102,adeF
